text,sentiment
@USAirways #tbt every day.,positive
@USAirways @CakeNDeath Question is will he and his lady behave...,neutral
"@USAirways on the DL, send Ethan some new pants and some ""white revive"" laundry tabs. He's a great guy, good crew, he's just, err, single.",positive
@USAirways any updates on flight 1917 from Philly to LA?  Been sitting at gate for close to 2 hours,negative
@USAirways KUDOS to your phone support and Charlotte gate staff!,positive
@USAirways any chance of making #561?,neutral
"@USAirways Flight US 723 from @DublinAirport to @PHLAirport passing over @LoveLoughNeagh at 20,000 ft this morning. http://t.co/FRd0cAy6DA",neutral
@USAirways OK she is worried that something is wrong with the flight - #1870 - and should she consider flying earlier,neutral
@USAirways [Part 2 of 2] she tried calling cust serv and the system hung up and her. Twice. Are you having system issues? Please advise.,negative
@USAirways you're the only airline that's not open sooner. It's not a confidence booster.,negative
"@USAirways if I paid for ticket with advantage world executive card, do I pay baggage fees when flying us airways? Wife traveling now",neutral
@USAirways - done :),positive
@USAirways : i was told my ticket expired but  i never recvd any notice  before it expired .This sucks.i paid 40k miles &amp; $125 for the tckt,negative
"@USAirways captain on flight 1712 from PHX-PHL at 3:55 tonight was hilarious. ""Greetings from the pointy end of the airplane"" haha thanks!",positive
@USAirways just noticed that I don't believe I saw a confirmation for a flight I bought a few weeks ago. Def paid though. #help #resend?,neutral
“@USAirways: @AnnetteNaif We appreciate the #shoutout for Roberto. DM your confirmation code so we can forward your kind words.” sent,neutral
@USAirways I found a flight I want on @CheapOair. Is my @AmericanAir AA Advantage # applicable to earn miles on it since you're merging?,neutral
@USAirways thank you for fixing my 5 hour delay.,positive
@USAirways please follow me so I can DM you about something,neutral
@usairways 4 flights in 48hrs &amp; I've had the same flight attendant for 3 of those flights. Freaky coincidence! Plus side she's great. :),positive
@USAirways landed safely everything worked out.,positive
@USAirways Emailed them a week ago and still nothing...,negative
@USAirways finally rectified my flight situation! Thanks again,positive
@USAirways you have most likely lost my business. Terrible experience! Too many times stuck on Tarmac and last min Cancelled Flightled flights. #Done,negative
@USAirways I have been doing that all day. Can't find my bag anywhere bc they're saying it was never scanned &amp; technically never left LAX.,negative
@USAirways being told 'tough break and this is how it is' is unacceptable. You can't even tell me when my bags will be here,negative
@USAirways ice cream up front! Solid,positive
@USAirways shout out to the pilots and FC attendant(Eliz) of US 673. Super strong crosswinds during landing. Eliz did a super job throughout,positive
"@USAirways what's going on? I've been hearing a not-friendly 'Please wait' on repeat while I'm on hold, being transferred to idk where...",negative
@USAirways  sitting on Tarmac in #PIT for 30 min. No announcement. Just sitting.,negative
@USAirways Cant help but be frustrated after an hour call with u ends up with a disconnection and no answers especially as div pref member.,negative
@USAirways My last flight was Cancelled Flightled and I'm very disappointed.,negative
@USAirways just lost a faithful customer.,negative
@USAirways Marsha M. at Myrtle Beach is the greatest! She deserves all the respect and praise there is! #ThankYouForEverything,positive
"@usairways. Seriously, attendants go AWOL for 60 mins.   Now flight further delayed.   Don't lite a match either http://t.co/mT8sPlm02v",negative
@USAirways #USAirways So my flight was Late Flight getting into charlotte so i miss my connector to Phoenix thanks again last time I EVER FLY USAIR,negative
"@USAirways ""admirals club"" at CLT has rude, and ignorant front desk staff...@AmericanAir you have fallen so far...THANKS DOUG PARKER!!!",negative
@USAirways @AmericanAir First Class all the way!!💺✈️ Headed to @portlandjetport http://t.co/kDMq0jps02,positive
@USAirways started trying to reach a real person over an hour ago still no luck,negative
@USAirways thanks.,positive
@USAirways You have Cancelled Flighted our flights 5 times over the past 3 days...and the experience has been the worst...never again...,negative
@USAirways thanks to Betty working gate at ILM and lovely gate agents here in CLT helping me get home 2 Phx tonight instead of tomorrow,positive
@USAirways I have a flight in Saturday from MCI to CLT and there's heavy snow predicted in MCI. When will u allow for changes?,neutral
@USAirways @DRVRugby  team is back home but luggage all wet and partly damaged - Not happy! #blizzard,negative
@USAirways surprisingly quick response time by you and them. Thanks!,positive
@USAirways stop Cancelled Flighting flights over and over and not provide any real help to your customers. #strandedinnashville,negative
@USAirways is there gonna be a better day to call? I've called on 3 separate occasions the past couple of weeks and never get to a person.,negative
"@USAirways Priorities should have been made. Considering a pending snow storm, why delay a flight for an hour &amp; a half? I'd like an answer.",negative
@USAirways I've done everything. Still no luck in finding my bag. I don't understand how my bag could have been misplaced. Very upsetting.,negative
@USAirways so I would have to go though the entire process again just to get you people on the phone???????? #usairwayssucks,negative
@USAirways she also appreciated having her very own hashtag! :) #lucycat,positive
@scm1133 @USAirways we hate delays!! have you tried any of these?! http://t.co/7STktJXAN1 (although we're not sure what a timbit is...),negative
@USAirways YOU ARE THE BEST!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,positive
@USAirways I followed you complaint procedure only to get a run around.  Your service SUCKS #usairwayssuck,negative
"@USAirways I don't mind waiting, I mind waiting on a plane, when I shouldn't have had to.  The airport has more room and you know.. food!",negative
"@USAirways that link is broken. But if it's the online baggage locator, I already tried it and it gave me no useful information.",negative
@USAirways link doesn't work and I've tried tracking my bag several times. Still doesn't clarify where it is.,negative
@USAirways thanks for seating me next to 2 hot athletes. This flight is significantly better now!,positive
@USAirways Thank you!!! On our way to get her bag now - thanks to having that number 😊,positive
Spend 1 HOUR on hold with @USAirways .,negative
@USAirways  last 2 times I checked a bags they were severally damaged.   No one answers the baggage call line for status?  #chairmanlove,negative
@USAirways Why not have an option for a call back? I'm just sitting here burning through my minutes waiting for an error to be fixed.,negative
@USAirways I've been trying to call you for days and every time the system is overloaded and disconnects. Really?  A global company?  Help!,negative
"@USAirways Also, we are in family crisis &amp; you charge full price for all these flights, PLUS $200 2 change flights, even for emergencies.",negative
@USAirways Thank you. But it is sad that she couldn't talk 2 a REAL person &amp; kept getting disconnected by an automated msg.,negative
@USAirways Does your company see passengers as customers or just $$$?,negative
@USAirways flight is delayed 5 hours. No reason given. Sure love flying with your airline. #whatajoke,negative
"@USAirways My flight was delayed and rerouted, and not so much as a ""sorry for your inconvenience"" from the check-in agent? #notimpressed",negative
"@USAirways through, can you confirm that I haven't been charged?",neutral
"@USAirways YOU ARE AMAZING!!! FOLLOW ME BACK, PLEASE!!!🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",positive
@USAirways is useless airways. Day 2 trying to get home on standby as a result of their Cancelled Flightlation. #USAirways,negative
@USAirways I recently moved and got a new license and when I booked my flight months ago I used my old license do I need to change that?,neutral
@USAirways I recently moved and got a new license and when I booked my flight a months ago I used my old license do I need to change that?,neutral
",@USAirways 2nd time this occurred in 3 weeks. I'm not patient. I have no choice.  #Antitrust issue",negative
@USAirways my vacation budget was blown bc of the lack of communication from USAirways. I will never use them again or refer anyone!,negative
@USAirways that is the most useless tweet I've ever seen out of you.,negative
@usairways I've called for 3 days and can't get thru. is there some secret method i can use that doesn't result in you hanging up on me?,negative
@USAirways last name Pordes,neutral
@USAirways tell reservations to rebook me from 5080 to 5129,neutral
@USAirways You all work hard at making sure things flow smoothly. Keeping positive.,positive
@USAirways we are boarding now but have yet to depart.  Thanks for the response.,positive
@USAirways @SDFAirport  I really needed to be back home yesterday and at work at 9am today. Been on plane and sitting for an hour #peeved,negative
@USAirways 5534. That's the flight I was placed on after original flight to Charlotte was Cancelled Flightled.  Now 5534 is on 1hr delay,negative
@USAirways Thx to gate agt John Pascucci for finding us a flight from CLT to PVD after our original one was Cancelled Flightled http://t.co/YiwLhQhZgp,positive
"@USAirways, 1st a reaccommodation, now a delayed flight for this one.  &amp; the Gate Agent still hasn't mumbled a word. Folks getting anxious.",negative
"@USAirways lack of communication with other offices, the customer, &amp; yall never update ur systems. U guys are 2 established 4 this mess",negative
"@USAirways @AmericanAir @SVLLINDIA provides you the best logistics experience for people all over India.
#Mumbai #Surat #NaviMumbai",positive
"@USAirways hi!  Could you protect me on US 445 just in case? Still on ground with no checked luggage, but still a chance I can make original",neutral
@USAirways 325 minute delay - this is absurd. Feel free to provide credits... http://t.co/e09keJ9bv1,negative
@USAirways Fuck you,negative
@USAirways 25 mins after the scheduled departure and still sitting in terminal. Communication would be lovely... http://t.co/pkAxUNYfn2,negative
"@USAirways this day has been a disaster, rude employees, no help &amp; now no hotel. not flying with you again &amp; I fly ALOT! Dallas=raise=now!",negative
@USAirways My flight (US558) got Cancelled Flightled on 2/16 due to lack of flight crew.I was told that I'd be reimbursed for hotel. Who do I contact?,negative
@USAirways ~45 minutes means no public transit home and an expensive cab. Promises doesn't make up for it,negative
@USAirways YOU ARE THE BEST AIRWAYS!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,positive
"@USAirways 5 hr flight delay and a delay when we land . Is that even real life ? Get me off this plane , I wanna go home 👠👠👠 (3 heel clicks)",negative
@USAirways Shout out to the red-headed gate agent for flt 3389 from DCA to CHS at 7:10 tonight. Didn't get her name but she was great!,positive
"@USAirways Now, the JFK Baggage Office has actually run out of paper hotel vouchers. #thislinehasntmovedforanhour",negative
@USAirways Dude named Shaquille at the desk in Charlotte was incredibly professional and helpful vs. some crazy angry people tonight,positive
"@USAirways Awesome USAir, TYSVM &lt;3",positive
@USAirways  that would be lovely! You have great people working in your organization.,positive
"@USAirways TYVM USAir, Happy Night@ &lt;3",positive
@USAirways  glad to be home and that your great people got me home safely. Sad for others who didn't get back bc of scheduling problems.,positive
@USAirways Will do. I appreciate the response.,positive
@USAirways @erickofiejones how long are billing cycles,neutral
@USAirways and no one has been at all helpful. I will never fly this airline again. #NeverAgain #spreadtheword,negative
@usairways Thanks to Kevin and team at F38ish at PHL for some great service recovery tonight. Appreciate it.,positive
@USAirways Commitment to excellence is 2b praised. Can get you to the wrong city 2 days Late Flight or the right one 3 days Late Flight. #customerservice,negative
@USAirways thanks for your help! I left a message for DCA lost and found. Fingers crossed we find it!,positive
"@USAirways Eh, it happens. I think I'll survive. 😉 Thanks!",neutral
@USAirways 1 1/2 hours on hold to customer service without anyone answering is more than ridiculous!,negative
"@USAirways - I'm in the Cust Svc line.  Your Charlotte, NC agents better be in their A game.",neutral
@USAirways and if the flight is full?,neutral
@USAirways been delayed three times now finally boarded. Been waiting 20 minutes. Now being told the plan has to be completely powered down.,negative
@USAirways Being put back on hold for what has now been an HOUR is completely unacceptable.,negative
@USAirways contd.. They put her on 7 pm flite tonite. I think she's on now. Worst customer service ever! U need to fix it.,negative
@USAirways  thank you! Glad to be heading home! Great people at your call center!,positive
@USAirways My Flight Booking Problems C68LD9 just times out when I select it under Manage My Flight Booking Problems for months now. I have emailed but no response. Help?,negative
@USAirways flying high thanks!,positive
"@USAirways so i ask for ice and the attendant snaps ""i dont have ice on this cart"" not 5 min Late Flightr 2 cups of ice to the people 2 rows ahead.",negative
"@USAirways with the weather mess in the South, I missed my connection in CLT. Impressed though with the Cust Serv phone reps today.",positive
@USAirways @satesq theres only one flt PHL-CRW per day.,neutral
"@USAirways I will be traveling from LAX to CLT to HTS, I have been rebooked for tomorrow due to the travel advisory.",neutral
@USAirways Flight # 604. Thanks.,positive
@USAirways flight 4524 delayed for 2 hours for a deadhead crew.  Lets make 150 paying customers wait ...that is great service #USAirways,negative
"@USAirways stranded @Ernie_Vigil Phoenix w/ broken foot.  Both my flights f'd, Sunday for ""sickcrew"".  Cancelled Flighted my mechanics flight today.",negative
"@USAirways YOU ARE THE BEST AIRWAYS!!!!!!!!!! FOLLOW ME BACK, PLEASE 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏😢😢😢😢😢😢😢😢🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",positive
"@USAirways wont waive fees for flight Cancelled Flightlation due to #neptune To use credit, $200 fee. Couldnt reach destination @BostonBBB #notmyfault",negative
@USAirways Thank you. And thanks for being so accommodating.,positive
@USAirways YOU ARE AMAZING!!! YOU ARE THE BEST!!! FOLLOW ME PLEASE 🙏🙏🙏😢😢😢🙏🙏🙏,positive
@USAirways YOU ARE THE BEST AIRWAYS! Follow me please!!!!!🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,positive
"@USAirways I've been on hold for over 2 hours. Need to re-book a flight, please help.",negative
@USAirways have done that. Sadly no flight from CLT has gotten to IND today and we head back to Tampa tmrw.,negative
@USAirways tooooo many Cancelled Flightations! My chain of command hates me now,negative
@USAirways that's why u guys are my #1 choice.,positive
@USAirways And it's 3:22 with no sign of boarding.... Can I please get another update?,negative
@USAirways right on. Up. Up &amp; away ✈️🌞,positive
@USAirways I hope flight 1855 is not being delayed because flight attendant didn't come to work! #nobackup,negative
@USAirways Absolutely!! The staff was amazing!!,positive
@USAirways Haha - that will indeed be a great day!,positive
@USAirways customer service at its finest,positive
@USAirways Fabulous - thank you so much! Looking forward to taking to the skies with you! :),positive
@USAirways Don't tell me that. Tell me what I can actually DO to reach someone. I don't mind being put on hold but it won't even do THAT.,negative
@USAirways what is the baggage allowance on flights from Glasgow to the US?  Thanks,neutral
@USAirways it's be nice to take a flight and have some level of consistency / service from the flight attendants. Quality control???,negative
@USAirways is there any way that you could hold flight 628 in CLT my husband is stuck in the security check line. flight scheduled for 1PM,neutral
@USAirways missing my reservations due to a Cancelled Flightled flight. Make it right by giving me first class tomorrow. Make your customers happy.,negative
"@USAirways I left my son's Duke hat on flight #1761 last night. It says ""Mason"" on the back. Any way of locating it? Thanks in advance!",neutral
@USAirways will my known traveler no. transfer over from @AmericanAir ? when I check in at t-24 as an AA elite I can get choice seats?,neutral
@USAirways Im researching a flight &amp; noticed a small issue w/class of service between your site &amp; other sites. Could Reservations help me?,neutral
@USAirways How can I change without penalty and not have to call customer service,neutral
@USAirways I was completely ripped of by US Airways today never fly this airline  I am contacting my local news,negative
@USAirways tried twice today on hold for 30 min each time. i have things to do so can't live on hold dealing w/ your customer serv failures,negative
@USAirways your customer service is horrible,negative
@USAirways I expect something more than telling me to see an agent to rebook my flight...,negative
@USAirways I got up at 2 am for a 5 am flight from bos to Charlotte which I found was Cancelled Flightled once I got to the gate (1),negative
@USAirways please give Tara G a pat on the back and praise.  She was very very helpful.  She is at PHL member lounge,positive
"Yes, I filed a report in Atlanta. My bags are in Charlotte, NC. 24 hours Late Flightr and still can't find my luggage ... @USAirways",negative
@USAirways @AmericanAir How r u supposed to change flights when u can't get thru to reservations? #OneHourOnHold,negative
@USAirways how's us 1797 looking today?,neutral
@AmericanAir why would I even consider continuing your point program when I received no perks or continued bad customer service? #senseless,negative
"@AmericanAir aa employees were rude and unwilling to help. 10,000 miles is a rotten cherry on top of a dog shit Sunday. #nocareforcustomers",negative
"@AmericanAir my flight got Cancelled Flightled from GRK to DFW, then to LEX for tomorrow and I need it rebooked.",neutral
.@AmericanAir just disappointed with the Flight Booking Problems process and add’l fees to sit together on a more crowded flight. Not impressed so far :-/.,neutral
@AmericanAir I did,neutral
@AmericanAir This is exactly why ill be flying AA from @Dulles_Airport to Dallas! Only airline I trust!,positive
@AmericanAir This doesn't address my issue. I am on hold for 30 min to speak with an agent.,negative
"@AmericanAir submitted a case to AA customer relations two weeks ago, no word ever since! whats the point of even having CR?",negative
"@AmericanAir Hi, can you please ticket my award ticket? The status is ""On Request"" now. Thanks.",neutral
@AmericanAir got back eventually! Was a rollercoaster. Once I got to the airport &amp; got to speak to someone things got fixed very quick.,positive
@AmericanAir I have been on hold w/customer service line for 68 minutes.  This after I was on phone with an agent for 35 min b/f call droped,negative
@AmericanAir did you know that suicide is the second leading cause of death among teens 10-24?,neutral
@AmericanAir @pbpinftworth iPhone 6 64GB (not 6 plus),neutral
@AmericanAir thank you for the confirmation.,positive
"@AmericanAir That's ok...You may keep my $25 and lose my bag with no info, but you no longer have my trust. Bad way to handle this.",negative
@AmericanAir Here is the photo ;) http://t.co/VMqUURZUpW,neutral
@AmericanAir Aww cool! It's nice to know they are still up above my head then. One of my faves.,positive
@americanair Yes to the iOS. I'm running iOS 8.1.3,neutral
"@AmericanAir continues to win: I've never missed a flight before, but a nice little quiet gate change made it possible. Sheesh.",positive
@AmericanAir - keeping AA up in the Air! My crew chief cousin Alex Espinosa in DFW! http://t.co/0HXLNvZknP,neutral
@AmericanAir @Clarkey_19 we done it with 1 truck... No biggie 😄,neutral
"@AmericanAir great, thanks!",positive
@AmericanAir awesome. Thanks!,positive
@AmericanAir my flight 386 to Dallas from Jacksonville fl has been Cancelled Flightled. No one has notified me. What's going on?,negative
"@AmericanAir but, what I can always rely on when I fly USAir or American is that employees will be rude and unhappy.",negative
"@AmericanAir Right. But more than two hours Late Flight, and it seems due to poor communication, which sounded like it was annoying on-plane staff",negative
"@AmericanAir I'd like to apologize to the gate agent for flight AA76, I was not aware that zone 1 was after the nine other precious gems.",neutral
@AmericanAir origin/destination/dates are the same. Going from US Airways connecting flight to AA direct flight. Award is saver level.,neutral
@AmericanAir Aww Thanks AA..DFW was on GMA up here this AM..so i understand ..Btw A.A is my Airline when im able to trv..Love you guys.:),positive
@AmericanAir These are some awesome photos. Thanks for sharing! 😁,positive
"@americanair new plane, #gogo, easy power for laptop, iPhone, just missing a good boat-style swivel cup holder for my #dietcoke #happyflier",positive
@AmericanAir I thought all those planes were retired? #MD80,neutral
Just got off the phone @AmericanAir customer service. Only 8 minutes to get my issue resoled. You guys are awesome.,positive
@AmericanAir another day another grievance with this airline. No customer service,negative
@AmericanAir Flight 35. I'm on my way.,neutral
@AmericanAir @dfwairport you 2 together are the best part of flying!,positive
@AmericanAir @SouljaCoy what is AA going to do to fix their utterly embarrassing customer service? You won't even answer the dang phone!,negative
@AmericanAir  800 number will not even let you wait for next customer rep. Very frustrating. Can't talk to humans.,negative
@AmericanAir I want to speak to a human being! !!  This is not an obscene request!,negative
@AmericanAir Mold on my flight?!? US3825 #filthyplane #hopeidonotgetsick http://t.co/zIK2UoXGnW,negative
.@AmericanAir can you connect me to a person without having to wait 2+ hours on hold? I still haven't been able to resolve the problem.,negative
@AmericanAir I might look into that. My wife travels much more than I do. Could we both use the membership?,neutral
"@AmericanAir Thank you, you too!",positive
@AmericanAir What happens when you combine Top Chef &amp; the beauty of San Miguel de Allende. My Late Flightst food blog.  http://t.co/7t1rDRCRe6,neutral
"@AmericanAir Great, thanks. Followed.",positive
@AmericanAir got another flight. Thanks you,positive
@AmericanAir u r horrible.went online to Cancelled Flight flight-no button-4that.Called CS &amp;wait time 40 mins&amp;put in my #.800#called&amp;it hungupNOHELP,neutral
@AmericanAir Trying desperately to get my boyfriend booked on the same US Airways flight as myself for the same price. Can you help?,neutral
"@AmericanAir yes yes yes,so glad to be headed home!",positive
@AmericanAir OK I will call them likely tmrw UK time to question the process getting the change charge reversed due to a bereavement,neutral
"@AmericanAir
 Your response could have made all the difference. It could have made the situation better. NO TRUST...GET LOST like my bag.",negative
@AmericanAir you guys are killing me. http://t.co/22iPGeIcSm,negative
@AmericanAir what's the status of flight 1357 out of sju?,neutral
@AmericanAir pretty lame response to a two paged single spaced letter http://t.co/aCebo6ELPa,negative
@AmericanAir When will the old 777-200 fly ORD-PVG get upgraded?,neutral
"@AmericanAir we are off to Kax premium.  Hoping this flight is better food, TV now I know how to work it and service. Tnx",positive
@AmericanAir 4th flight rebooked to is NOT Cancelled Flighted! Woo-hoo. Going to make it to @LaGuardiaAir,negative
@AmericanAir Nice to read it! Thank you very much!,positive
@AmericanAir You're right. Someone is up to something...,neutral
@AmericanAir Thanks for sharing these photos! Round of applause for your crews! We appreciate all their hard work.,positive
@AmericanAir can I get a free ticket to Hawaii for being fabulous,neutral
"@AmericanAir 1-the lavatory freezes, 2- problem with a nitrogen line 3-a low tire with the inflating equipment malfunctioning #AA2444 and...",negative
"@AmericanAir @dfwairport That's DFW!? OMG! Yeah cold, everywhere!",neutral
@AmericanAir great customer service thanks,positive
"@AmericanAir When Flight Booking Problems an int'l flight online, do I have to provide a passport number when Flight Booking Problems or just when I arrive at airport?",neutral
"@AmericanAir why did flight 1636 get Cancelled Flightled? Waiting for a rep to rebook, but wondering if there will be other issues getting out.",negative
@AmericanAir  we are going to the police dept due to the sexual assult that your stewardess allowed to occur and your lack of concern,negative
@AmericanAir Thank you for responding so quickly to my tweets I do appreciate that.,neutral
@AmericanAir I am trying to change the time of a flight I already purchased and was told I have to pay a $400 change fee. Ridiculous.,negative
@ods1819 aren't you glad this isn't you RT @AmericanAir: Bet these birds wish they'd flown south for the #winter... http://t.co/HEpkNpuzwU,neutral
@AmericanAir I'm sure all these birds will be in warmer weather soon.,neutral
@AmericanAir um. down south has snow too #ATL,neutral
@AmericanAir Flight 2559 it's been delayed every hour since 8:55 am.,negative
"@AmericanAir if I've booked an AA award on USAir metal, and space opens up on AA metal, can I change to the AA flight without fees?",neutral
@AmericanAir Are you expecting delays/Cancelled Flightlations at Dallas on 25/26th due to the snow? Nothing like Monday I hope!,neutral
@AmericanAir do you offer group pricing discounts by any chance?,neutral
@AmericanAir now I understand!!,neutral
@AmericanAir fly my child,neutral
@AmericanAir Thanks for the quick response - it's appreciated!,positive
@AmericanAir thanks for the update,positive
@AmericanAir Hi guys.I have 2/25 RNO-DFW tomorrow.Plane coming from DFW with bad weather in AM.should I consider Fê-route as I have connect?,neutral
"@AmericanAir Traveling with my infant: Do you check the carseat for free? If so, do you provide a bag? Someone told me but wanted to confirm",neutral
@AmericanAir DM me and I can explain the whole story. I should have been on an earlier flight not US1937,negative
@AmericanAir my boss is :),positive
"@AmericanAir sitting on plane in Columbus, supposed to leave an hour ago. Now the mechanic can't find a tool to service the shock absorber.",negative
"@AmericanAir Not here yet, but I plan on it. If you could have them fly low and slow right in front of me, that would be great. ;-)",neutral
@AmericanAir Your response has been incredible. Truly amazed at the steps you have taken to enhance your customer relations. Big thank you 😄,positive
"@AmericanAir I can DM it to you, if you follow me",neutral
"@AmericanAir No, had already waited an hour for it and wanted to get home.",negative
@AmericanAir Thanks guys got some sleep. Hang in there DFW with bad weather.,positive
@AmericanAir My ticket was booked with AA with miles..... Sorry we sold you a ticket with a company we merged with but we can't fix it?,negative
@AmericanAir great thank you,positive
@AmericanAir Connection is US2065,neutral
@AmericanAir simply amazing. Smiles for miles.Thank u for my upgrade tomorrow for ORD.We are spending a lot of time together next few weeks!,positive
@AmericanAir Thank you for the quick customer service today. #RefundProcedureNotTooPainful I know that Winter Weather is not your fault.,positive
@AmericanAir drop me a follow I need help,neutral
@AmericanAir @cityandsand we're trying to coordinate an airport hand-off of Nutella! #veryimportantproject,neutral
"@AmericanAir is there any way to manually add gift cards to an ex-EU ticket( AA metal on long haul,BA for intra-EU)?",neutral
@AmericanAir does it show that we are on the same plane?,neutral
"@AmericanAir although you have no control of the weather, you came through with a great customer service",positive
@AmericanAir and is there a delay on our connection to pns?,neutral
"@AmericanAir thank you AA, this is how I always start my vacations http://t.co/dzKc3auZU9",positive
"@AmericanAir how do I talk to an actual person that will help me, and do what you guys should do?",negative
@AmericanAir Customer service provides no wiggle room to change flight without a $200 change fee. @southwest has always been accommodating.,negative
@AmericanAir my flight number is 3M 50,neutral
"@AmericanAir @USAirways Yes, obviously! It just stinks that 4pm is the one option when she was supposed to fly at 7AM YESTERDAY.",neutral
@AmericanAir made it!  Thanks AA!,positive
@AmericanAir why thank you!! Yayayay!!,positive
@AmericanAir flight BA1551 departing tomorrow (wednesday) - not Cancelled Flightled but how can anyone make it to the airport in this weather?,neutral
@AmericanAir @USAirways She's on Manch to Charlotte Fl 4628 Told her she could get on a 4pm flight to West Palm Beach. Nothing earlier?,neutral
@AmericanAir it's flight 5348,neutral
"Thank you, @AmericanAir! Much appreciated.",positive
"I'd like the 11c I originally tried for @AmericanAir - again, happy to pay the difference",neutral
"@AmericanAir mission accomplished today, Thank you!",positive
@AmericanAir I lost my (basket) ballbag on your plane,negative
@AmericanAir thanks for the great customer service. Family made it back to SAT safely. The weather at DFW made things a little worrisome.,positive
"@AmericanAir Your AA3465 staff are refusing to allow a woman to board. She was here at 8 for 8:16 departure. Sign still ""Now Boarding""...",negative
@AmericanAir fantastic thanks! Will try and tweet a photo of the view :),positive
@AmericanAir excellent!  Love you guys!  If it is first class I'll hug ya'll!  See you shortly!,positive
"@AmericanAir Thanks, have emailed them. How long should I expect for a response?",positive
@AmericanAir as your flight attendants are an extension of your brand - bitchy flight attendants on 5:30 am flights are not appreciated.,negative
@AmericanAir @superyan I did not get any compensation after Cancelled Flighting my departure TWICE and made me missed my own wedding.,negative
"@AmericanAir was hoping for 8A if possible, for some frozen views along the way!",neutral
@AmericanAir Delayed: AA3186 - Missed due to delay: AA3186 - New flight now delayed: AA2401,negative
@AmericanAir hi when will your next set of flights be out for next year from Dublin???,neutral
"@AmericanAir oh I will, AA on speed dial",neutral
@AmericanAir That’s a rather clunky process. Whoever designed that clearly doesn’t understand e-mail 101.,negative
@AmericanAir thanks! Flight 2160 today. Great crew!,positive
@AmericanAir Your customer relations dept has one-way e-mail. How is not allowing responses helpful?,negative
@AmericanAir did that yesterday. On the phone with them now,neutral
"@AmericanAir @USAirways Statement wasn't sent yesterday like Jeanine said. After I even called last night as well. Again, excellent service",positive
@AmericanAir that's what is on my ticket and my confirmation email. Anything else?,neutral
@AmericanAir try this. DPDFPP,neutral
@AmericanAir just wow Regina just told me I can't file or request a lost bag statement until I finish my travel.  So until I get to DC argg,negative
@AmericanAir record number is BPDFPP.,neutral
"@AmericanAir Embassy Suites
13341 Woodland Park Drive
Herndon, Virginia, 20171 
US 
+1-703-464-0200",neutral
"@AmericanAir Super Spring Tides and “Tide of The Century” Drawing tourists to French and U.K coasts:
http://t.co/gXdqORtsS0",neutral
"@AmericanAir Ps, I was right.",neutral
"@AmericanAir You don't have those abilities anywhere! Not at the ticket counter, at cust service, or online. That's why we're done here.",neutral
"@AmericanAir when you strand someone in a city without luggage you would think AA would want to earn your business, but guess not?",negative
@AmericanAir Of course you are because that's your companies job! You guys failed at it in the first place. Upgrade me and then we'll talk.,neutral
@AmericanAir Flight 1679 (N76200) prepares for flight at @FlyTPA before departing for @fly2ohare http://t.co/XbKvcraOKn,neutral
".@AmericanAir Alright prove it: (1/3) 3 days ago, I sat on a plane at JFK for 3 hrs, deplaned for 3 more, and when I re-boarded...",negative
@AmericanAir We all did! Skipper's walk-around too :(,negative
"@AmericanAir nothing, you have done enough.",negative
@AmericanAir Such a suprise! New vanity kit set for frequent travellers 😀 thank you AA! http://t.co/fA7Nygn1Ux,positive
@AmericanAir lovely flight back from MIA to LHR - great crew - thanks :-)),positive
@AmericanAir thanks for the generic computer generated response. How about you accommodate your travelers instead of just saying sorry,negative
@AmericanAir yes. No one is answering and I'm on a train,neutral
@AmericanAir just hoping/praying for a safe flight. They've had to stop and de-ice our plane yet again😞,neutral
"@AmericanAir pity that a machine replied, or perhaps my story not unusual. Expected better response given article in in-flight magazine.",negative
@AmericanAir that's absolutely horrible customer service. The person supposed to call me can't immediately call back when disconnected???,negative
@AmericanAir Cancelled Flightled flight from fresno then rebooked for LAX now flight Cancelled Flightled again and its midnight with no more hotel available???,negative
"@AmericanAir you guys Cancelled Flightled my flight for today and booked me for tomorrow, so unfortunately i have rebooked. Thanks",negative
@AmericanAir is the worst airline in the entire world. I only flew them because I had to and it was the nightmare I knew it would be.,negative
@AmericanAir thank you! My lost item was located at ORD and is being returned to me.,positive
@AmericanAir appreciate it!!,positive
"@AmericanAir just curious. Thanks for the response as always, good or bad. Better than your competition.",positive
@AmericanAir thanks  you always be my airline of choice when possible,positive
.@AmericanAir how about connecting me with a customer service rep? I'd rather speak to a person than a computer. Thanks!,negative
"@AmericanAir attended to and corrected my complaints via Twitter. Whoa. This is the brave, new world we live in. Thank you, American Air :)",positive
@AmericanAir Are you expecting any delays out of #DFW tomorrow morning?,neutral
